Country,Year,Coffee_Type,Metric,ValueCoffee
Democratic Republic of Congo,1998,Green Coffee Inventorie,Green Coffee Inventorie,6060000.0
Netherlands,1999,Green Coffee Inventorie,Green Coffee Inventorie,4920000.0
United States of America,2000,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Cameroon,2001,Green Coffee Inventorie,Green Coffee Inventorie,6360000.0
Madagascar,2002,Green Coffee Inventorie,Green Coffee Inventorie,6660000.0
Sri Lanka,2003,Green Coffee Inventorie,Green Coffee Inventorie,10680000.0
Indonesia,2004,Green Coffee Inventorie,Green Coffee Inventorie,10200000.0
Jamaica,2005,Green Coffee Inventorie,Green Coffee Inventorie,9000000.0
Philippines,2006,Green Coffee Inventorie,Green Coffee Inventorie,7800000.0
Germany,2007,Green Coffee Inventorie,Green Coffee Inventorie,7200000.0
Cuba,2008,Green Coffee Inventorie,Green Coffee Inventorie,6600000.0
Lithuania,2009,Green Coffee Inventorie,Green Coffee Inventorie,6000000.0
Hungary,2010,Green Coffee Inventorie,Green Coffee Inventorie,6060000.0
Cyprus,2011,Green Coffee Inventorie,Green Coffee Inventorie,5400000.0
Malawi,2012,Green Coffee Inventorie,Green Coffee Inventorie,6600000.0
Switzerland,2013,Green Coffee Inventorie,Green Coffee Inventorie,7200000.0
Estonia,2014,Green Coffee Inventorie,Green Coffee Inventorie,6000000.0
Ecuador,2015,Green Coffee Inventorie,Green Coffee Inventorie,7740000.0
Nigeria,2016,Green Coffee Inventorie,Green Coffee Inventorie,7740000.0
El Salvador,2017,Green Coffee Inventorie,Green Coffee Inventorie,7740000.0
Malta,2018,Green Coffee Inventorie,Green Coffee Inventorie,7740000.0
Ethiopia,2019,Green Coffee Inventorie,Green Coffee Inventorie,7740000.0
United Kingdom,1990,Green Coffee Inventorie,Green Coffee Inventorie,12000000.0
Mexico,1991,Green Coffee Inventorie,Green Coffee Inventorie,15000000.0
Sierra Leone,1992,Green Coffee Inventorie,Green Coffee Inventorie,19980000.0
Sweden,1993,Green Coffee Inventorie,Green Coffee Inventorie,15000000.0
Honduras,1994,Green Coffee Inventorie,Green Coffee Inventorie,16020000.0
Viet Nam,1995,Green Coffee Inventorie,Green Coffee Inventorie,17040000.0
Nicaragua,1996,Green Coffee Inventorie,Green Coffee Inventorie,18180000.0
Kenya,1997,Green Coffee Inventorie,Green Coffee Inventorie,19380000.0
Unspecified EU stocks,1998,Green Coffee Inventorie,Green Coffee Inventorie,20640000.0
Peru,1999,Green Coffee Inventorie,Green Coffee Inventorie,22020000.0
Czechia,2000,Green Coffee Inventorie,Green Coffee Inventorie,23460000.0
India,2001,Green Coffee Inventorie,Green Coffee Inventorie,25020000.0
Côte d Ivoire,2002,Green Coffee Inventorie,Green Coffee Inventorie,26640000.0
Croatia,2003,Green Coffee Inventorie,Green Coffee Inventorie,28440000.0
Austria,2004,Green Coffee Inventorie,Green Coffee Inventorie,30300000.0
Greece,2005,Green Coffee Inventorie,Green Coffee Inventorie,24060000.0
Timor-Leste,2006,Green Coffee Inventorie,Green Coffee Inventorie,27720000.0
Equatorial Guinea,2007,Green Coffee Inventorie,Green Coffee Inventorie,37080000.0
Trinidad & Tobago,2008,Green Coffee Inventorie,Green Coffee Inventorie,33300000.0
Belgium/Luxembourg,2009,Green Coffee Inventorie,Green Coffee Inventorie,34200000.0
Zimbabwe,2010,Green Coffee Inventorie,Green Coffee Inventorie,34200000.0
Poland,2011,Green Coffee Inventorie,Green Coffee Inventorie,34200000.0
Bulgaria,2012,Green Coffee Inventorie,Green Coffee Inventorie,34200000.0
Central African Republic,2013,Green Coffee Inventorie,Green Coffee Inventorie,50220000.0
Togo,2014,Green Coffee Inventorie,Green Coffee Inventorie,38400000.0
Burundi,2015,Green Coffee Inventorie,Green Coffee Inventorie,38220000.0
Guyana,2016,Green Coffee Inventorie,Green Coffee Inventorie,44040000.0
Slovenia,2017,Green Coffee Inventorie,Green Coffee Inventorie,43380000.0
Tunisia,2018,Green Coffee Inventorie,Green Coffee Inventorie,42900000.0
Haiti,2019,Green Coffee Inventorie,Green Coffee Inventorie,40200000.0
Ireland,1990,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Latvia,1991,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Slovakia,1992,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Gabon,1993,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Guinea,1994,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Thailand,1995,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Norway,1996,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
France,1997,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Dominican Republic,1998,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Luxembourg,1999,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Belgium,2000,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Japan,2001,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Yemen,2002,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Spain,2003,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Papua New Guinea,2004,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Venezuela,2005,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Congo,2006,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Ghana,2007,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Denmark,2008,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Romania,2009,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Colombia,2010,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Panama,2011,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Bolivia,2012,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Tanzania,2013,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Nepal,2014,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Russian Federation,2015,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Zambia,2016,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Portugal,2017,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Costa Rica,2018,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Paraguay,2019,Green Coffee Inventorie,Green Coffee Inventorie,5220000.0
Lao Peoples Democratic Republic,1990,Green Coffee Inventorie,Green Coffee Inventorie,90000000.0
Finland,1991,Green Coffee Inventorie,Green Coffee Inventorie,70020000.0
Rwanda,1992,Green Coffee Inventorie,Green Coffee Inventorie,79980000.0
Liberia,1993,Green Coffee Inventorie,Green Coffee Inventorie,75000000.0
Guatemala,1994,Green Coffee Inventorie,Green Coffee Inventorie,88020000.0
Angola,1995,Green Coffee Inventorie,Green Coffee Inventorie,49980000.0
Uganda,1996,Green Coffee Inventorie,Green Coffee Inventorie,58980000.0
Italy,1997,Green Coffee Inventorie,Green Coffee Inventorie,55020000.0
Brazil,1998,Green Coffee Inventorie,Green Coffee Inventorie,52980000.0
Democratic Republic of Congo,1999,Green Coffee Inventorie,Green Coffee Inventorie,69000000.0
Netherlands,2000,Green Coffee Inventorie,Green Coffee Inventorie,84000000.0
United States of America,2001,Green Coffee Inventorie,Green Coffee Inventorie,82980000.0
Cameroon,2002,Green Coffee Inventorie,Green Coffee Inventorie,103020000.0
Madagascar,2003,Green Coffee Inventorie,Green Coffee Inventorie,103980000.0
Sri Lanka,2004,Green Coffee Inventorie,Green Coffee Inventorie,106980000.0
Indonesia,2005,Green Coffee Inventorie,Green Coffee Inventorie,120000000.0
Jamaica,2006,Green Coffee Inventorie,Green Coffee Inventorie,139020000.0
Philippines,2007,Green Coffee Inventorie,Green Coffee Inventorie,121980000.0
Germany,2008,Green Coffee Inventorie,Green Coffee Inventorie,111000000.0
Cuba,2009,Green Coffee Inventorie,Green Coffee Inventorie,100980000.0
Lithuania,2010,Green Coffee Inventorie,Green Coffee Inventorie,105300000.0
Hungary,2011,Green Coffee Inventorie,Green Coffee Inventorie,132240000.0
Cyprus,2012,Green Coffee Inventorie,Green Coffee Inventorie,121620000.0
Malawi,2013,Green Coffee Inventorie,Green Coffee Inventorie,172860000.0
Switzerland,2014,Green Coffee Inventorie,Green Coffee Inventorie,176040000.0
Estonia,2015,Green Coffee Inventorie,Green Coffee Inventorie,191100000.0
Ecuador,2016,Green Coffee Inventorie,Green Coffee Inventorie,193740000.0
Nigeria,2017,Green Coffee Inventorie,Green Coffee Inventorie,181260000.0
El Salvador,2018,Green Coffee Inventorie,Green Coffee Inventorie,156180000.0
Malta,2019,Green Coffee Inventorie,Green Coffee Inventorie,176040000.0
Ethiopia,1990,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
United Kingdom,1991,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Mexico,1992,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Sierra Leone,1993,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Sweden,1994,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Honduras,1995,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Viet Nam,1996,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Nicaragua,1997,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Kenya,1998,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Unspecified EU stocks,1999,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Peru,2000,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Czechia,2001,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
India,2002,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Côte d Ivoire,2003,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Croatia,2004,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Austria,2005,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Greece,2006,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Timor-Leste,2007,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Equatorial Guinea,2008,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Trinidad & Tobago,2009,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Belgium/Luxembourg,2010,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Zimbabwe,2011,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Poland,2012,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Bulgaria,2013,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Central African Republic,2014,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Togo,2015,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Burundi,2016,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Guyana,2017,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Slovenia,2018,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Tunisia,2019,Green Coffee Inventorie,Green Coffee Inventorie,7440000.0
Haiti,1990,Green Coffee Inventorie,Green Coffee Inventorie,19260000.0
Ireland,1991,Green Coffee Inventorie,Green Coffee Inventorie,21060000.0
Latvia,1992,Green Coffee Inventorie,Green Coffee Inventorie,18120000.0
Slovakia,1993,Green Coffee Inventorie,Green Coffee Inventorie,19620000.0
Gabon,1994,Green Coffee Inventorie,Green Coffee Inventorie,17160000.0
Guinea,1995,Green Coffee Inventorie,Green Coffee Inventorie,11580000.0
Thailand,1996,Green Coffee Inventorie,Green Coffee Inventorie,8400000.0
Norway,1997,Green Coffee Inventorie,Green Coffee Inventorie,7080000.0
France,1998,Green Coffee Inventorie,Green Coffee Inventorie,9900000.0
Dominican Republic,1999,Green Coffee Inventorie,Green Coffee Inventorie,8340000.0
Luxembourg,2000,Green Coffee Inventorie,Green Coffee Inventorie,10260000.0
Belgium,2001,Green Coffee Inventorie,Green Coffee Inventorie,13680000.0
Japan,2002,Green Coffee Inventorie,Green Coffee Inventorie,10920000.0
Yemen,2003,Green Coffee Inventorie,Green Coffee Inventorie,13680000.0
Spain,2004,Green Coffee Inventorie,Green Coffee Inventorie,13800000.0
Papua New Guinea,2005,Green Coffee Inventorie,Green Coffee Inventorie,12240000.0
Venezuela,2006,Green Coffee Inventorie,Green Coffee Inventorie,9240000.0
Congo,2007,Green Coffee Inventorie,Green Coffee Inventorie,8700000.0
Ghana,2008,Green Coffee Inventorie,Green Coffee Inventorie,5460000.0
Denmark,2009,Green Coffee Inventorie,Green Coffee Inventorie,9660000.0
Romania,2010,Green Coffee Inventorie,Green Coffee Inventorie,9240000.0
Colombia,2011,Green Coffee Inventorie,Green Coffee Inventorie,12180000.0
Panama,2012,Green Coffee Inventorie,Green Coffee Inventorie,12540000.0
Bolivia,2013,Green Coffee Inventorie,Green Coffee Inventorie,12360000.0
Tanzania,2014,Green Coffee Inventorie,Green Coffee Inventorie,12360000.0
Nepal,2015,Green Coffee Inventorie,Green Coffee Inventorie,13020000.0
Russian Federation,2016,Green Coffee Inventorie,Green Coffee Inventorie,13140000.0
Zambia,2017,Green Coffee Inventorie,Green Coffee Inventorie,22080000.0
Portugal,2018,Green Coffee Inventorie,Green Coffee Inventorie,20280000.0
Costa Rica,2019,Green Coffee Inventorie,Green Coffee Inventorie,22740000.0
Paraguay,1990,Green Coffee Inventorie,Green Coffee Inventorie,11340000.0
Lao Peoples Democratic Republic,1991,Green Coffee Inventorie,Green Coffee Inventorie,10080000.0
Finland,1992,Green Coffee Inventorie,Green Coffee Inventorie,10200000.0
Rwanda,1993,Green Coffee Inventorie,Green Coffee Inventorie,12240000.0
Liberia,1994,Green Coffee Inventorie,Green Coffee Inventorie,12780000.0
Guatemala,1995,Green Coffee Inventorie,Green Coffee Inventorie,11220000.0
Angola,1996,Green Coffee Inventorie,Green Coffee Inventorie,7920000.0
Uganda,2012,Domestic Consumption,Domestic Consumption,25800000.0
Italy,2013,Domestic Consumption,Domestic Consumption,24600000.0
Brazil,2014,Domestic Consumption,Domestic Consumption,23400000.0
Democratic Republic of Congo,2015,Domestic Consumption,Domestic Consumption,22200000.0
Netherlands,2016,Domestic Consumption,Domestic Consumption,21600000.0
United States of America,2017,Domestic Consumption,Domestic Consumption,21900000.0
Cameroon,2018,Domestic Consumption,Domestic Consumption,22500000.0
Madagascar,2019,Domestic Consumption,Domestic Consumption,22500000.0
Sri Lanka,1990,Domestic Consumption,Domestic Consumption,120000.0
Indonesia,1991,Domestic Consumption,Domestic Consumption,120000.0
Jamaica,1992,Domestic Consumption,Domestic Consumption,120000.0
Philippines,1993,Domestic Consumption,Domestic Consumption,120000.0
Germany,1994,Domestic Consumption,Domestic Consumption,120000.0
Cuba,1995,Domestic Consumption,Domestic Consumption,120000.0
Lithuania,1996,Domestic Consumption,Domestic Consumption,120000.0
Hungary,1997,Domestic Consumption,Domestic Consumption,120000.0
Cyprus,1998,Domestic Consumption,Domestic Consumption,120000.0
Malawi,1999,Domestic Consumption,Domestic Consumption,60000.0
Switzerland,2000,Domestic Consumption,Domestic Consumption,60000.0
Estonia,2001,Domestic Consumption,Domestic Consumption,60000.0
Ecuador,2002,Domestic Consumption,Domestic Consumption,60000.0
Nigeria,2003,Domestic Consumption,Domestic Consumption,60000.0
El Salvador,2004,Domestic Consumption,Domestic Consumption,60000.0
Malta,2005,Domestic Consumption,Domestic Consumption,60000.0
Ethiopia,2006,Domestic Consumption,Domestic Consumption,60000.0
United Kingdom,2007,Domestic Consumption,Domestic Consumption,60000.0
Mexico,2008,Domestic Consumption,Domestic Consumption,60000.0
Sierra Leone,2009,Domestic Consumption,Domestic Consumption,60000.0
Sweden,2010,Domestic Consumption,Domestic Consumption,60000.0
Honduras,2011,Domestic Consumption,Domestic Consumption,60000.0
Viet Nam,2012,Domestic Consumption,Domestic Consumption,60000.0
Nicaragua,2013,Domestic Consumption,Domestic Consumption,60000.0
Kenya,2014,Domestic Consumption,Domestic Consumption,60000.0
Unspecified EU stocks,2015,Domestic Consumption,Domestic Consumption,60000.0
Peru,2016,Domestic Consumption,Domestic Consumption,60000.0
Czechia,2017,Domestic Consumption,Domestic Consumption,60000.0
India,2018,Domestic Consumption,Domestic Consumption,60000.0
Côte d Ivoire,2019,Domestic Consumption,Domestic Consumption,60000.0
Croatia,1990,Domestic Consumption,Domestic Consumption,180000.0
Austria,1991,Domestic Consumption,Domestic Consumption,180000.0
Greece,1992,Domestic Consumption,Domestic Consumption,180000.0
Timor-Leste,1993,Domestic Consumption,Domestic Consumption,120000.0
Equatorial Guinea,1994,Domestic Consumption,Domestic Consumption,120000.0
Trinidad & Tobago,2012,Production,Production,243600000.0
Belgium/Luxembourg,2013,Production,Production,97800000.0
Zimbabwe,2014,Production,Production,148800000.0
Poland,2015,Production,Production,161400000.0
Bulgaria,2016,Production,Production,117600000.0
Central African Republic,2017,Production,Production,121200000.0
Togo,2018,Production,Production,122400000.0
Burundi,2019,Production,Production,163200000.0
Guyana,1990,Production,Production,902400000.0
Slovenia,1991,Production,Production,1274400000.0
Tunisia,1992,Production,Production,711000000.0
Haiti,1993,Production,Production,1241400064.0
Ireland,1994,Production,Production,1425600000.0
Latvia,1995,Production,Production,1132800000.0
Slovakia,1996,Production,Production,1195800064.0
Gabon,1997,Production,Production,714600000.0
Guinea,1998,Production,Production,723600000.0
Thailand,1999,Production,Production,718800000.0
Norway,2000,Production,Production,512400000.0
France,2001,Production,Production,475800000.0
Dominican Republic,2002,Production,Production,349200000.0
Luxembourg,2003,Production,Production,384600000.0
Belgium,2004,Production,Production,468000000.0
Japan,2005,Production,Production,561000000.0
Yemen,2006,Production,Production,621000000.0
Spain,2007,Production,Production,570000000.0
Papua New Guinea,2008,Production,Production,462600000.0
Venezuela,2009,Production,Production,487800000.0
Congo,2010,Production,Production,512400000.0
Ghana,2011,Production,Production,495000000.0
Denmark,2012,Production,Production,496800000.0
Romania,2013,Production,Production,399600000.0
Colombia,2014,Production,Production,386400000.0
Panama,2015,Production,Production,386400000.0
Bolivia,2016,Production,Production,387000000.0
Tanzania,2017,Production,Production,374400000.0
Nepal,2018,Production,Production,297600000.0
Russian Federation,2019,Production,Production,335400000.0
Zambia,1990,Production,Production,4464600064.0
Portugal,1991,Production,Production,5095799808.0
Costa Rica,1992,Production,Production,3341400064.0
Paraguay,1993,Production,Production,4045799936.0
Lao Peoples Democratic Republic,1994,Production,Production,3220800000.0
Finland,1995,Production,Production,2743800064.0
Rwanda,1996,Production,Production,4932599808.0
Liberia,1997,Production,Production,4572599808.0
Guatemala,1998,Production,Production,4377600000.0
Angola,1999,Production,Production,3934200064.0
Uganda,2000,Production,Production,4192199936.0
Italy,2001,Production,Production,4099800064.0
Brazil,2002,Production,Production,4038599936.0
